R1
,D0601
,,RealSessions_AJQGWGESKQT4Y_x,RealSessions_AJQGWGESKQT4Y_y,,RealSessions_A3GWRDHAURRNK6_x,RealSessions_A3GWRDHAURRNK6_y,,RealSessions_AVBRJBJONL47I_x,RealSessions_AVBRJBJONL47I_y,,RealSessions_A1A1ZXUVSV4YR8_x,RealSessions_A1A1ZXUVSV4YR8_y
,,213,-1.0,,240,-1.0,,250,-1.0,,225,-1.0
,,250,-1.0,,262,-1.0,,298,-1.0,,260,-1.0
,,295,-1.0,,297,-1.0,,328,-1.0,,289,-1.0
,,347,-1.0,,345,-1.0,,365,-1.0,,340,-1.0
,,377,-1.0,,385,-1.0,,406,-1.0,,378,-1.0
,,427,-1.0,,438,-1.0,,456,-1.0,,440,-1.0
,,479,-1.0,,488,-1.0,,491,-1.0,,484,-1.0
,,,,,543,-1.0,,,,,530,-1.0
,,,,,591,-1.0,,,,,,
,,,,,621,-1.0,,,,,,
